"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Hamilton, Ian",641656,"NYY","FF","4-Seam Fastball",-0.3,0,"83",12.9,"20","0.176","0.353","0.237",13,25,15.2,"0.239","0.578","0.341",28.6
"Hurter, Brant",676428,"DET","FF","4-Seam Fastball",-0.2,0,"56",5.3,"20","0.2","0.2","0.215",42.3,65,32.5,"0.123","0.147","0.153",14.3
"Sabrowski, Erik",681870,"CLE","CU","Curveball",-5.8,-4,"76",15.1,"20","0.333","0.556","0.413",32.3,30,16.7,"0.26","0.517","0.363",58.3
"Darvish, Yu",506433,"SD","FC","Cutter",-0.6,-1,"136",11.8,"20","0.316","0.895","0.505",17.5,15,23.1,"0.388","0.964","0.568",68.8
"Stanek, Ryne",592773,"NYM","ST","Sweeper",-2.9,-3,"98",9.2,"20","0.211","0.684","0.345",17.4,0,0,"0.258","0.597","0.361",40
"Brown, McCade",685326,"COL","CU","Curveball",-0.9,-1,"90",18,"19","0.188","0.25","0.271",25.9,31.6,18.8,"0.224","0.27","0.292",0
"Avila, Luinder",679883,"KC","CU","Curveball",3.9,3,"71",32.7,"19","0.111","0.111","0.095",40.5,52.6,27.8,"0.132","0.16","0.136",22.2
"Tidwell, Blade",694918,"NYM","SL","Slider",-4,-2,"53",17.2,"19","0.385","0.462","0.439",13,5.3,5.9,"0.259","0.304","0.354",15.4
"Dobbins, Hunter",690928,"BOS","FS","Split-Finger",0.4,0,"81",8.7,"19","0.158","0.263","0.239",20.6,21.1,17.4,"0.164","0.185","0.155",33.3
"Morillo, Juan",666661,"AZ","CH","Changeup",2.1,2,"82",13.3,"19","0.158","0.211","0.161",40,42.1,30.8,"0.183","0.205","0.171",36.4
"Hudson, Bryan",663542,"CWS","ST","Sweeper",-0.8,-1,"70",22,"19","0.176","0.353","0.274",41.2,52.6,27.8,"0.134","0.245","0.216",42.9
"Strider, Spencer",675911,"ATL","CH","Changeup",-2.9,-3,"97",4.6,"19","0.333","0.5","0.361",29.4,10.5,7.1,"0.269","0.518","0.314",23.5
"Blackburn, Paul",621112,"NYY","CU","Curveball",-1.7,-1,"83",12.5,"19","0.25","0.625","0.376",38.5,31.6,16.7,"0.235","0.445","0.35",36.4
"Yamamoto, Yoshinobu",808967,"LAD","SL","Slider",2.4,2,"77",2.8,"19","0.105","0.263","0.153",28.9,26.3,11.9,"0.129","0.311","0.183",21.4
"Avila, Luinder",679883,"KC","SI","Sinker",1.2,1,"52",24,"19","0.25","0.375","0.337",10.7,5.3,16.7,"0.228","0.348","0.319",33.3
"Young, Brandon",687064,"BAL","SL","Slider",-0.4,0,"84",8.9,"19","0.167","0.5","0.295",19.4,10.5,13.3,"0.233","0.466","0.314",25
"Scott, Tayler",605463,"HOU","ST","Sweeper",-5.8,-4,"75",14,"19","0.429","0.857","0.575",18.5,0,0,"0.339","0.687","0.489",60
"Peguero, Elvis",665625,"CWS","SL","Slider",-1.4,-1,"93",49.7,"19","0.353","0.588","0.434",44.9,21.1,13.3,"0.301","0.499","0.381",23.1
"Hernandez, Nick",663321,"HOU","FF","4-Seam Fastball",1.9,2,"95",43,"19","0.222","0.278","0.245",27.5,15.8,17.6,"0.151","0.271","0.205",33.3
"Festa, Matt",670036,"CLE","SI","Sinker",3.7,2,"66",8.1,"19","0.118","0.118","0.168",25,47.4,32.1,"0.189","0.232","0.235",62.5
"Flexen, Chris",623167,"CHC","SL","Slider",-1.9,-1,"60",8.9,"19","0.222","0.389","0.332",25,26.3,18.5,"0.241","0.411","0.301",30.8
"Wentz, Joey",666214,"ATL","CH","Changeup",-5,-3,"63",3.5,"19","0.353","0.765","0.492",22.6,15.8,16.7,"0.268","0.417","0.339",28.6
"Wolfram, Grant",664991,"BAL","CU","Curveball",0.4,0,"73",14,"19","0.263","0.263","0.237",34.6,36.8,26.9,"0.189","0.285","0.204",16.7
"Thompson, Mason",666168,"WSH","SL","Slider",-0.6,0,"80",33.5,"19","0.313","0.375","0.366",27.6,31.6,23.1,"0.249","0.427","0.353",50
"Snell, Blake",605483,"LAD","SL","Slider",0.3,0,"114",11.1,"19","0.235","0.294","0.282",54,36.8,21.2,"0.207","0.27","0.26",20
"Farris, Mitch",815083,"LAA","SL","Slider",-2.3,-2,"95",23.5,"19","0.444","0.833","0.547",23.4,10.5,22.2,"0.367","0.511","0.398",37.5
"Strickland, Hunter",519326,"LAA","ST","Sweeper",1,0,"44",13.3,"19","0.167","0.278","0.216",29.2,26.3,19.2,"0.233","0.296","0.253",30.8
"Gillispie, Connor",687362,"MIA","CH","Changeup",-1.2,-1,"73",15.5,"19","0.211","0.474","0.332",23.7,15.8,13.6,"0.242","0.363","0.259",56.3
"Barnett, Mason",686930,"ATH","ST","Sweeper",-3.9,-4,"92",21.3,"19","0.353","0.824","0.474",33.3,36.8,17.9,"0.184","0.376","0.249",36.4
"Soto, Gregory",642397,"NYM","ST","Sweeper",0.2,0,"78",7.6,"19","0.133","0.2","0.308",53.5,47.4,29,"0.088","0.104","0.214",0
"Tidwell, Blade",694918,"NYM","ST","Sweeper",-4.8,-3,"67",21.7,"19","0.353","0.706","0.474",24.2,15.8,12,"0.328","0.703","0.463",28.6
"Moll, Sam",594580,"CIN","FF","4-Seam Fastball",-6,-4,"72",21.7,"19","0.353","0.824","0.511",14.3,21.1,13.3,"0.254","0.477","0.351",53.8
"Pilkington, Konnor",663455,"WSH","CH","Changeup",-1.6,-2,"108",21.6,"19","0.133","0.267","0.326",37,21.1,17.4,"0.219","0.272","0.317",36.4
"Stewart, Brock",592779,"LAD","CH","Changeup",-1.7,-1,"66",10.8,"19","0.235","0.294","0.282",37.5,31.6,16.7,"0.103","0.115","0.161",18.2
"Davis, Noah",663562,"MIN","ST","Sweeper",-3.9,-3,"79",31.5,"19","0.286","0.5","0.432",51.9,31.6,20,"0.277","0.434","0.407",37.5
"Chavez, Jesse",445926,"ATL","SI","Sinker",-3.8,-2,"59",34.5,"19","0.278","0.667","0.408",0,15.8,21.4,"0.19","0.414","0.276",40
"Hart, Kyle",606996,"SD","SL","Slider",-1.8,-1,"73",10.6,"19","0.333","0.833","0.492",11.9,5.3,16.7,"0.281","0.622","0.393",52.9
"Muñoz, Roddery",682610,"STL","SL","Slider",-3.9,-3,"70",30.6,"19","0.25","0.75","0.439",42.1,47.4,21.4,"0.262","0.481","0.359",50
"Herget, Jimmy",623474,"COL","CH","Changeup",-3.9,-3,"71",5.5,"18","0.389","0.889","0.531",12.5,5.6,5.9,"0.31","0.603","0.384",58.8
"Mey, Luis",682825,"CIN","SL","Slider",-4,-4,"104",25.1,"18","0.353","0.588","0.419",40,38.9,15.6,"0.291","0.424","0.333",10
"Taylor, Troy",700187,"SEA","ST","Sweeper",-6,-3,"51",37.5,"18","0.4","0.667","0.403",11.5,0,0,"0.371","0.65","0.387",27.8
"Miller, Bryce",682243,"SEA","SL","Slider",0.4,1,"118",7.7,"18","0.375","0.438","0.397",38.5,11.1,10.5,"0.381","0.478","0.409",42.9
"Bowlan, Jonathan",680742,"KC","CH","Changeup",-3.4,-2,"61",8.4,"18","0.412","0.588","0.447",14.3,5.6,7.1,"0.341","0.559","0.403",43.8
"Hoeing, Bryan",663773,"SD","SI","Sinker",0.4,0,"61",46.6,"18","0.313","0.438","0.378",6.3,11.1,28.6,"0.206","0.349","0.266",40
"Weissert, Greg",669711,"BOS","ST","Sweeper",-4.9,-5,"95",8.9,"18","0.412","0.824","0.531",21.9,33.3,20.7,"0.27","0.548","0.362",45.5
"Assad, Javier",665871,"CHC","FF","4-Seam Fastball",-1.9,-1,"72",12.7,"18","0.294","0.588","0.389",14.7,33.3,26.1,"0.239","0.369","0.285",54.5
"Raley, Brooks",548384,"NYM","FC","Cutter",4.8,4,"78",20.1,"18","0.111","0.167","0.119",14.3,5.6,8.3,"0.147","0.285","0.181",29.4
"Santana, Dennis",642701,"PIT","CH","Changeup",1,1,"61",6.1,"18","0.176","0.235","0.208",29.6,27.8,16.7,"0.241","0.325","0.27",41.7
"Feltner, Ryan",663372,"COL","ST","Sweeper",2.3,1,"64",12.3,"18","0.118","0.176","0.158",39.4,38.9,23.3,"0.151","0.189","0.18",10
"Cano, Yennier",666974,"BAL","FS","Split-Finger",-0.3,0,"71",7.2,"18","0.25","0.25","0.278",36.1,33.3,16.2,"0.118","0.137","0.179",20
"VanWey, Logan",701121,"HOU","FF","4-Seam Fastball",1.4,1,"96",52.7,"18","0.267","0.267","0.317",25.6,22.2,19,"0.316","0.382","0.373",63.6
"Varland, Louis",686973,"TOR","SL","Slider",-2.9,-2,"75",7,"18","0.412","0.647","0.469",34.2,11.1,14.3,"0.34","0.677","0.441",46.7
"Hiraldo, Yaramil",682274,"BAL","SL","Slider",1.2,1,"82",26.1,"18","0.2","0.267","0.286",27.5,11.1,13.3,"0.198","0.321","0.301",7.7
"Borucki, Ryan",621366,"TOR","ST","Sweeper",0.8,1,"91",15.3,"18","0.111","0.167","0.119",25,33.3,13.6,"0.209","0.252","0.199",16.7
"Snider, Collin",676092,"SEA","SV","Slurve",-0.1,0,"51",10.7,"18","0.188","0.25","0.308",30.3,27.8,21.7,"0.227","0.29","0.268",50
"Martin, Davis",663436,"CWS","ST","Sweeper",-3.6,-3,"98",4.2,"18","0.438","0.813","0.547",24.3,5.6,4.3,"0.301","0.571","0.403",40
"Eder, Jake",671109,"LAA","ST","Sweeper",-2,-1,"59",19.5,"18","0.25","0.688","0.403",19.4,16.7,15,"0.192","0.423","0.283",14.3
"Gibaut, Ian",664139,"CIN","SL","Slider",2.1,1,"57",14.7,"18","0.188","0.25","0.208",25.8,11.1,10.5,"0.269","0.432","0.32",46.7
"Horn, Bailey",690544,"DET","ST","Sweeper",1,1,"73",32.6,"18","0.235","0.235","0.253",35,33.3,25,"0.29","0.392","0.32",45.5
"Zastryzny, Rob",642239,"MIL","ST","Sweeper",2.4,1,"50",14.4,"18","0.167","0.222","0.169",43.3,44.4,25,"0.111","0.136","0.107",10
"López, Reynaldo",625643,"ATL","FF","4-Seam Fastball",1.5,1,"49",52.1,"18","0.294","0.529","0.369",3.7,5.6,9.1,"0.385","0.614","0.443",43.8
"Headrick, Brent",687396,"NYY","SL","Slider",0.1,0,"93",25.4,"18","0.222","0.5","0.3",58.9,44.4,23.5,"0.204","0.397","0.254",20
"Woods Richardson, Simeon",680573,"MIN","CH","Changeup",-6.3,-5,"80",4.3,"18","0.333","0.722","0.442",25.8,11.1,10.5,"0.399","0.801","0.504",43.8
"Feltner, Ryan",663372,"COL","SI","Sinker",2.1,1,"65",12.5,"18","0.167","0.389","0.191",11.8,5.6,12.5,"0.24","0.401","0.272",41.2
"Adams, Travis",701519,"MIN","SI","Sinker",1.1,1,"74",11.2,"18","0.267","0.533","0.358",18.4,11.1,18.2,"0.311","0.515","0.441",42.9
"González, Wikelman",682790,"CWS","SV","Slurve",-0.9,-1,"86",23.4,"18","0.25","0.375","0.317",44.8,38.9,24.1,"0.261","0.297","0.296",0
"Sandlin, Nick",680704,"TOR","FS","Split-Finger",3.1,2,"57",19.7,"18","0.111","0.111","0.15",36.4,38.9,21.2,"0.209","0.249","0.199",45.5
"Early, Connelly",813349,"BOS","FF","4-Seam Fastball",2.1,2,"94",29.1,"18","0.176","0.176","0.189",29.3,44.4,29.6,"0.177","0.3","0.233",44.4
"Schultz, Paxton",687606,"TOR","SL","Slider",-3.6,-2,"66",14.7,"18","0.294","0.647","0.447",20,11.1,16.7,"0.153","0.333","0.268",26.7
"Raley, Brooks",548384,"NYM","SI","Sinker",3.1,3,"94",24.2,"18","0.133","0.133","0.217",12.9,11.1,18.2,"0.208","0.323","0.303",53.8
"Castillo, José",620454,"BAL","FF","4-Seam Fastball",-1,-1,"81",14.9,"18","0.333","0.6","0.369",23.5,22.2,13.3,"0.221","0.42","0.267",69.2
"Brazobán, Huascar",623211,"NYM","FC","Cutter",1.8,2,"92",9.1,"18","0.143","0.143","0.217",32.4,16.7,14.3,"0.219","0.289","0.319",25
"Santana, Dennis",642701,"PIT","SI","Sinker",-0.2,0,"85",8.5,"18","0.375","0.5","0.417",12.2,0,0,"0.302","0.467","0.369",56.3
"Arrighetti, Spencer",681293,"HOU","CH","Changeup",-0.8,0,"58",9.4,"18","0.353","0.353","0.339",24.1,22.2,25,"0.384","0.549","0.418",53.8
"Loáisiga, Jonathan",642528,"NYY","CU","Curveball",-2.1,-2,"77",16.5,"18","0.235","0.647","0.456",24.2,5.6,4.5,"0.231","0.425","0.305",18.8
"Saucedo, Tayler",642048,"SEA","CH","Changeup",-7.7,-3,"43",18.5,"18","0.5","0.75","0.558",45.8,22.2,33.3,"0.383","0.702","0.487",41.7
"Matthews, Zebby",805673,"MIN","SI","Sinker",-1,-1,"58",4.3,"18","0.471","0.471","0.424",7.7,11.1,50,"0.264","0.32","0.255",12.5
"Arrighetti, Spencer",681293,"HOU","SI","Sinker",-4.1,-2,"55",8.9,"18","0.267","0.667","0.439",4.3,11.1,22.2,"0.301","0.554","0.419",46.2
"Ramírez, Erasmo",541640,"MIN","FC","Cutter",-1.8,-1,"70",44.3,"17","0.438","0.688","0.497",14.3,17.6,15,"0.32","0.543","0.387",30.8
"De los Santos, Yerry",660787,"NYY","SL","Slider",-4.9,-3,"56",9.5,"17","0.357","0.571","0.453",37.5,5.9,4.8,"0.266","0.684","0.448",30.8
"Mantiply, Joe",573009,"AZ","CH","Changeup",-1.7,-1,"51",26.6,"17","0.412","0.412","0.371",22.6,11.8,14.3,"0.261","0.297","0.246",6.7
"Miley, Wade",489119,"CIN","FC","Cutter",-3,-2,"70",34.1,"17","0.462","0.923","0.612",7.4,0,0,"0.33","0.633","0.474",46.2
"Gómez, Yoendrys",672782,"CWS","FC","Cutter",-1.2,-1,"75",6.8,"17","0.308","0.462","0.418",24.3,23.5,19,"0.275","0.363","0.375",33.3
"Mantiply, Joe",573009,"AZ","SI","Sinker",-7.5,-5,"68",35.4,"17","0.571","1.143","0.718",7.7,5.9,11.1,"0.418","0.893","0.574",53.8
"Aldegheri, Sam",691951,"LAA","CH","Changeup",-0.4,0,"72",23.8,"17","0.2","0.467","0.285",25,29.4,18.5,"0.274","0.584","0.361",45.5
"Burgos, Juan",686228,"AZ","FC","Cutter",1.7,1,"73",33.2,"17","0.154","0.154","0.271",40.6,29.4,33.3,"0.229","0.431","0.379",50
"Seabold, Connor",657756,"ATL","CH","Changeup",-4.4,-2,"49",26.5,"17","0.333","0.533","0.412",22.7,17.6,15,"0.307","0.599","0.42",50
"Fairbanks, Pete",664126,"TB","CH","Changeup",-3.4,-2,"48",4.9,"17","0.353","0.412","0.338",28,35.3,20.7,"0.253","0.298","0.242",54.5
"Curvelo, Luis",681168,"TEX","SI","Sinker",1.8,1,"75",23.1,"17","0.214","0.429","0.347",12.1,23.5,33.3,"0.178","0.394","0.318",30
"Rodriguez, Carlos",692230,"MIL","FF","4-Seam Fastball",0.2,0,"54",26,"17","0.286","0.286","0.335",33.3,29.4,20,"0.156","0.196","0.248",33.3
"Montero, Rafael",606160,"DET","SL","Slider",3.3,3,"82",7.5,"17","0","0","0",23.3,23.5,10.3,"0.11","0.165","0.117",15.4
"Schlittler, Cam",693645,"NYY","SI","Sinker",-0.3,0,"76",6.1,"17","0.357","0.357","0.388",21.1,17.6,14.3,"0.327","0.36","0.372",36.4
"Johnson, Ryan",696270,"LAA","SI","Sinker",-0.4,0,"60",21.9,"17","0.313","0.375","0.326",14.3,23.5,22.2,"0.237","0.335","0.274",50
"Manaea, Sean",640455,"NYM","CH","Changeup",-7.3,-4,"61",5.6,"17","0.412","0.765","0.5",24.1,23.5,16.7,"0.378","0.759","0.478",53.8
"Klein, Will",694361,"LAD","CU","Curveball",4.2,3,"67",22,"17","0.059","0.059","0.053",30.8,41.2,23.3,"0.128","0.236","0.153",20
"Jarvis, Bryce",686826,"AZ","SL","Slider",-2.1,-2,"86",21,"17","0.231","0.462","0.388",48.1,35.3,17.1,"0.192","0.368","0.345",14.3
"Seymour, Ian",693855,"TB","ST","Sweeper",-1.9,-1,"54",5.4,"17","0.25","0.5","0.338",32,29.4,20,"0.186","0.381","0.266",27.3
"Strowd, Kade",669704,"BAL","ST","Sweeper",3.1,2,"53",13.1,"17","0.118","0.118","0.106",22.6,23.5,19,"0.214","0.271","0.211",23.1
"Lucas, Easton",687922,"TOR","SL","Slider",-4.2,-2,"53",12.1,"17","0.333","0.733","0.476",20,23.5,16.7,"0.386","0.83","0.53",54.5
"Martinez, Justin",679885,"AZ","FF","4-Seam Fastball",0,0,"72",26.8,"17","0.154","0.154","0.271",44.8,47.1,25,"0.049","0.058","0.2",0
"Pivetta, Nick",601713,"SD","SI","Sinker",-0.7,0,"65",2.3,"17","0.231","0.231","0.335",7.7,0,0,"0.27","0.305","0.32",28.6
"Fuentes, Didier",800311,"ATL","ST","Sweeper",0.1,0,"80",27.3,"17","0.188","0.375","0.318",33.3,17.6,11.1,"0.197","0.373","0.267",46.2
"Sale, Chris",519242,"ATL","SI","Sinker",6.5,5,"71",3.5,"17","0","0","0.124",17.9,0,0,"0.181","0.192","0.262",35.7
"Mederos, Victor",682989,"LAA","ST","Sweeper",-1.7,-1,"63",20.1,"17","0.214","0.357","0.324",42.3,23.5,14.3,"0.239","0.333","0.326",40
"Yoho, Craig",684974,"MIL","FF","4-Seam Fastball",-1.5,-1,"67",38.1,"17","0.25","0.333","0.385",18.2,17.6,17.6,"0.243","0.349","0.385",66.7
"Sanders, Cam",676742,"PIT","FF","4-Seam Fastball",-1,-1,"77",52.4,"17","0.214","0.429","0.347",23.5,11.8,9.5,"0.27","0.587","0.419",41.7
"Morgan, Eli",669212,"CHC","FF","4-Seam Fastball",-11.3,-4,"39",29.5,"17","0.467","1.267","0.709",4,5.9,7.1,"0.294","0.75","0.464",50
"Campbell, Isaiah",663462,"BOS","SL","Slider",-6.8,-3,"46",42.2,"17","0.5","0.813","0.571",22.2,5.9,12.5,"0.287","0.431","0.332",26.7
"Poche, Colin",621363,"NYM","SL","Slider",-4.2,-3,"69",28.3,"17","0.364","0.455","0.479",20,17.6,13.6,"0.219","0.346","0.404",25
"Gibaut, Ian",664139,"CIN","ST","Sweeper",-3.8,-2,"64",16.5,"17","0.25","0.688","0.456",12.5,17.6,18.8,"0.205","0.514","0.321",23.1
"Dunning, Dane",641540,"ATL","CH","Changeup",-1.1,-1,"67",18,"17","0.267","0.333","0.315",32.4,29.4,22.7,"0.245","0.472","0.349",40
"Maldonado, Anthony",687424,"ATH","FF","4-Seam Fastball",-1.1,-1,"62",48.1,"17","0.313","0.563","0.391",15.4,5.9,11.1,"0.337","0.532","0.387",60
"Guenther, Sean",674944,"DET","SL","Slider",0.2,0,"53",34.4,"17","0.25","0.313","0.274",13,23.5,17.4,"0.263","0.453","0.329",41.7
"Hahn, Jesse",534910,"SEA","SI","Sinker",-5.5,-2,"43",54.4,"17","0.385","0.615","0.481",5,5.9,14.3,"0.338","0.47","0.413",53.8
"Lawrence, Casey",596271,"SEA","ST","Sweeper",-2.1,-1,"68",24.6,"17","0.313","0.688","0.432",25,11.8,11.8,"0.326","0.588","0.405",28.6
"Swanson, Erik",657024,"TOR","FF","4-Seam Fastball",-1,-1,"59",46.1,"17","0.308","0.385","0.397",7.4,11.8,8,"0.303","0.421","0.405",27.3
"Sisk, Evan",681895,"PIT","FF","4-Seam Fastball",-1.8,-1,"66",20.1,"17","0.357","0.5","0.429",14.8,23.5,22.2,"0.303","0.434","0.384",40
"Montas, Frankie",593423,"NYM","ST","Sweeper",-3,-3,"89",12.6,"17","0.429","0.714","0.485",17.2,5.9,5,"0.303","0.505","0.367",35.7
"Slaten, Justin",686580,"BOS","ST","Sweeper",1.5,1,"57",11.4,"17","0.176","0.294","0.2",39.4,35.3,27.3,"0.165","0.292","0.193",27.3
"Richards, Trevor",670950,"AZ","FF","4-Seam Fastball",1,1,"68",58.6,"17","0.4","0.4","0.381",18.4,17.6,18.8,"0.211","0.263","0.237",7.7
"Bassitt, Chris",605135,"TOR","SL","Slider",-6.2,-5,"83",2.9,"17","0.5","0.786","0.579",15.2,5.9,5,"0.468","0.67","0.527",53.8
"Bivens, Spencer",702352,"SF","SV","Slurve",0,0,"69",5.3,"17","0.235","0.529","0.318",28.9,11.8,6.9,"0.224","0.321","0.234",33.3
"Yoho, Craig",684974,"MIL","CH","Changeup",-0.5,0,"81",46,"17","0.231","0.462","0.325",28.9,23.5,16,"0.177","0.279","0.246",9.1
"Vest, Will",676684,"DET","CH","Changeup",0.9,1,"80",7,"17","0.25","0.25","0.253",38.5,29.4,18.5,"0.29","0.365","0.312",27.3
"Horton, Cade",690990,"CHC","SI","Sinker",-3.6,-4,"98",5.5,"17","0.4","0.733","0.506",20.9,0,0,"0.333","0.68","0.457",40
"Kranick, Max",668820,"NYM","CU","Curveball",-1.7,-1,"63",11.9,"17","0.176","0.471","0.265",20,35.3,27.3,"0.246","0.557","0.335",54.5
"Agnos, Zach",688642,"COL","ST","Sweeper",2.1,2,"86",16.3,"17","0.063","0.063","0.094",45.9,47.1,22.9,"0.114","0.164","0.154",37.5
"Stratton, Hunter",676702,"ATL","FC","Cutter",0.4,0,"73",21.3,"17","0.357","0.357","0.388",19.4,5.9,7.1,"0.375","0.441","0.42",23.1
"Gibaut, Ian",664139,"CIN","FC","Cutter",-2.2,-1,"54",14,"17","0.25","0.5","0.391",10,5.9,14.3,"0.252","0.366","0.289",20
"Marinaccio, Ron",676760,"SD","FF","4-Seam Fastball",3.7,3,"79",48.2,"17","0","0","0.124",28.6,35.3,20.7,"0.099","0.107","0.195",12.5
"Johnson, Ryan",696270,"LAA","ST","Sweeper",-3.8,-2,"61",22.3,"17","0.353","0.529","0.382",40,41.2,24.1,"0.216","0.323","0.232",20
"Rodríguez, Manuel",655889,"TB","FF","4-Seam Fastball",-1.1,-1,"70",16.2,"17","0.25","0.313","0.326",23.3,23.5,23.5,"0.331","0.411","0.342",58.3
"Sulser, Cole",642121,"TB","FC","Cutter",-1.8,-1,"81",20.9,"17","0.471","0.706","0.509",17.5,0,0,"0.338","0.489","0.357",29.4
"Molina, Anthony",683627,"COL","SL","Slider",1.9,2,"87",14.3,"17","0.188","0.188","0.169",37.2,29.4,26.3,"0.265","0.396","0.284",25
"Newcomb, Sean",656794,"ATH","CU","Curveball",-2.3,-2,"83",5.4,"16","0.267","0.467","0.338",23.3,25,10.5,"0.19","0.334","0.252",54.5
"Lawrence, Casey",596271,"SEA","CH","Changeup",-1.4,-1,"60",21.7,"16","0.375","0.438","0.359",14.8,12.5,11.8,"0.387","0.468","0.372",35.7
"Neris, Héctor",593576,"HOU","SI","Sinker",-1.7,-1,"44",8,"16","0.308","0.615","0.396",15.4,12.5,25,"0.253","0.62","0.412",41.7
"Cox, Austin",680735,"ATL","CU","Curveball",-1.2,-1,"75",17.6,"16","0.214","0.429","0.325",27.6,25,11.1,"0.19","0.392","0.303",40
"Waldron, Matt",663362,"SD","KN","Knuckleball",-2.3,-2,"77",74,"16","0.231","0.462","0.369",19.4,18.8,12,"0.276","0.478","0.392",40
"Ohtani, Shohei",660271,"LAD","FC","Cutter",-3.2,-2,"50",6.6,"16","0.462","0.692","0.494",17.9,6.3,25,"0.449","0.748","0.506",46.2
"Melton, Troy",675512,"DET","SI","Sinker",-1.8,-1,"69",10.5,"16","0.286","0.5","0.381",7.1,6.3,20,"0.259","0.673","0.424",53.8
"Stewart, Brock",592779,"LAD","ST","Sweeper",-1,-1,"87",14.3,"16","0.2","0.4","0.281",39.4,43.8,15.2,"0.123","0.219","0.179",25
"Francis, Bowden",670102,"TOR","SL","Slider",-1,-1,"66",5.8,"16","0.286","0.357","0.334",37.9,18.8,25,"0.305","0.526","0.393",63.6
"McLean, Nolan",690997,"NYM","FF","4-Seam Fastball",0.9,1,"98",13.3,"16","0.154","0.154","0.244",37.1,25,16.7,"0.181","0.269","0.288",33.3
"Peralta, Sammy",671111,"LAA","SI","Sinker",3.8,2,"49",32,"16","0.188","0.25","0.191",18.2,12.5,20,"0.279","0.353","0.275",57.1
"Gipson-Long, Sawyer",687830,"DET","FC","Cutter",4.8,2,"50",10.8,"16","0.188","0.313","0.213",15.6,18.8,30,"0.321","0.518","0.357",46.2
"Kelly, Kevin",687330,"TB","FF","4-Seam Fastball",4.7,2,"50",8.5,"16","0","0","0",52.4,68.8,27.5,"0.153","0.184","0.148",40
"Crismatt, Nabil",622503,"AZ","FF","4-Seam Fastball",-2.6,-2,"83",15.5,"16","0.308","0.538","0.481",13,18.8,13.6,"0.339","0.568","0.446",30
"Arrighetti, Spencer",681293,"HOU","ST","Sweeper",1.7,1,"84",13.6,"16","0.071","0.071","0.144",42.4,37.5,23.1,"0.124","0.197","0.206",12.5
"Lynch IV, Daniel",663738,"KC","CU","Curveball",-0.5,-1,"107",9.8,"16","0.429","0.714","0.503",23.7,6.3,6.7,"0.379","0.597","0.437",57.1
"Núñez, Eduarniel",674384,"ATH","SL","Slider",-2.3,-2,"88",35.3,"16","0.375","0.625","0.428",41.9,31.3,19.2,"0.311","0.466","0.335",27.3
"Hernández, Enrique",571771,"LAD","CU","Curveball",-2.6,-1,"51",40.8,"16","0.308","0.385","0.434",16.7,0,0,"0.256","0.278","0.325",15.4
"Ramírez, Erasmo",541640,"MIN","SI","Sinker",4.9,3,"51",32.3,"16","0.125","0.313","0.181",11.1,6.3,12.5,"0.271","0.386","0.282",33.3
"Tidwell, Blade",694918,"NYM","SI","Sinker",-3,-2,"58",18.8,"16","0.429","0.714","0.572",18.2,12.5,22.2,"0.276","0.438","0.357",16.7
"Strowd, Kade",669704,"BAL","FF","4-Seam Fastball",1.1,1,"74",18.2,"16","0.214","0.214","0.256",31,37.5,18.2,"0.14","0.153","0.201",25
"Hicks, Jordan",663855,"BOS","SL","Slider",-2.7,-3,"92",7.7,"16","0.308","0.615","0.447",48.6,18.8,9.1,"0.201","0.306","0.307",40
"Curtiss, John",595928,"AZ","SL","Slider",-5.6,-3,"49",9,"16","0.375","0.688","0.45",8,0,0,"0.35","0.578","0.395",25
"Gallen, Zac",668678,"AZ","SI","Sinker",2,2,"79",2.5,"16","0.25","0.438","0.294",15.2,6.3,9.1,"0.283","0.476","0.325",20
"Mederos, Victor",682989,"LAA","FC","Cutter",1.4,1,"81",25.8,"16","0","0","0.263",37.9,25,25,"0.072","0.131","0.311",33.3
"Spiers, Carson",686730,"CIN","CH","Changeup",0.6,0,"55",22.4,"16","0.143","0.143","0.2",21.7,18.8,17.6,"0.305","0.407","0.357",54.5
"Spiers, Carson",686730,"CIN","SI","Sinker",-3.8,-2,"53",21.6,"16","0.417","0.667","0.467",16,12.5,15.4,"0.415","0.732","0.495",50
"Aldegheri, Sam",691951,"LAA","SL","Slider",-5.7,-3,"53",17.5,"16","0.417","0.917","0.594",20.7,6.3,5,"0.37","0.736","0.525",36.4
"Kriske, Brooks",621139,"MIN","FF","4-Seam Fastball",-2,-3,"133",34.9,"16","0.5","0.714","0.503",11.9,12.5,7.4,"0.39","0.548","0.395",76.9
"Hatch, Thomas",641672,"MIN","FF","4-Seam Fastball",-1.8,-1,"70",11.9,"16","0.308","0.615","0.447",23.1,12.5,8.7,"0.331","0.546","0.433",54.5
"Martin, Chris",455119,"TEX","SI","Sinker",0.9,1,"92",14.4,"16","0.333","0.467","0.369",23.5,6.3,7.7,"0.233","0.368","0.282",35.7
"Murray, Jayden",681151,"HOU","SI","Sinker",2.2,1,"39",22.2,"16","0.313","0.313","0.281",0,12.5,28.6,"0.336","0.491","0.357",57.1
